    ,Item Type,Publication Year,Author,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Title,key,Abstract,doi url,Publication Title,ISBN,ISSN,DOI,Url,Date,Date Added,Date Modified,Pages,Begin Page,End Page,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Series,Publisher,Place,Language,Archive,Library Catalog,Extra,Notes,Publication Type 2,File Attachments,Manual Tags,Editor,Meeting Name,Meeting Location,Conference Name
HYGJLUFX,journalArticle,2010,"Arteaga, Deborah; Herschensohn, Julia","Arteaga, Deborah"," Herschensohn, Julia",,,,,A Phase-Based Analysis of Old French Genitive Constructions,A Phase-based Analysis Of Old French Genitive Constructions,"This paper considers two types of genitive constructions in Old French (OF), one in which the possessor is introduced by a preposition (type un ami à moi “my friend”/l’ami du roi “the king’s friend”) and another, in which no overt preposition is found (type la niece le duc “the duke’s niece”), the so-called juxtaposition genitive (JG). Although not preceded by a preposition, the possessor in the JG is invariably in the oblique case (Arteaga 1995 and Delfitto & Paradisi 2009). Assuming recent minimalist analyses of DPs (Lin 2009; Adger 2003; Hartmann & Zimermann, 2003; Carstens 2000, 2003), a phase-based account of OF genitive constructions is proposed. It is assumed that in the JG, a null preposition checks oblique case on the possessor. The feature [def], required in OF of possessors in the JG, allows for the derivation of the various JG structures.",https://doi.org/10.1075/cilt.315.17art,Romance Linguistics 2009,,978-90-272-4833-6 (hbk.),,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=2011930603&site=ehost-live,2010,11/8/19 21:39,11/8/19 21:49,285-299,285,299,14,"xiv, 426",,,99948,Amsterdam Studies in the Theory and History of Linguistic Science IV: 315,,,,mzh,EBSCOhost,1,"<p>Accession Number: 2011930603. Series ISSN: 0304-0763. Title Page Note: Selected Papers from the 39th Linguistic Symposium on Romance Languages (LSRL), Tucson, Arizona, March 2009 Gloss: English summary. Publication Type: book article. Language: English. Update Code: 201102. DOI: 10.1075/cilt.315.17art.</p>",book article,,phase theory,"Colina, Sonia; Olarrea, Antxon; Carvalho, Ana Maria",LSRL39,University of Arizona,Linguistic Symposium on Romance Languages
9YHPLC8N,journalArticle,2010,"Prada Pérez, Ana de","Prada Pérez, Ana de",,,,,,Variation in Subject Expression in Western Romance,Variation In Subject Expression In Western Romance,"Syntactic-theoretic accounts report variation across languages on the availability of null pronominal subjects. As a result, languages are classified as null and non-null subject languages. However, the homogeneity or heterogeneity of null subject languages is not discussed. Variationist research, on the other hand, indicates that variation is attested across different varieties of null subject languages. This paper expands on this research comparing the distribution of null and overt pronominal subjects in two null subject Western Romance languages: Spanish and Catalan. Naturalistic data collected via sociolinguistic interviews in Valladolid and Minorca, Spain, were explored using a variationist approach, with a total of 7,025 tokens. The weight of eleven different internal factors relevant to this distribution were analyzed and ranked, revealing differences between the two languages. This variationist analysis succeeds in locating the contexts where the languages differ in their favoring of overt and null forms.",https://doi.org/10.1075/cilt.315.16pra,Romance Linguistics 2009,,978-90-272-4833-6 (hbk.),,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=2011930602&site=ehost-live,2010,11/8/19 21:39,11/8/19 21:44,267-284,267,284,17,"xiv, 426",,,99948,Amsterdam Studies in the Theory and History of Linguistic Science IV: 315,,,,mzh,EBSCOhost,11,"<p>Accession Number: 2011930602. Series ISSN: 0304-0763. Title Page Note: Selected Papers from the 39th Linguistic Symposium on Romance Languages (LSRL), Tucson, Arizona, March 2009 Gloss: English summary. Publication Type: book article. Language: English. Update Code: 201102. DOI: 10.1075/cilt.315.16pra.</p>",book article,,,"Colina, Sonia; Olarrea, Antxon; Carvalho, Ana Maria",LSRL39,University of Arizona,Linguistic Symposium on Romance Languages
D8NFWE6B,journalArticle,2010,"Villa-García, Julio","Villa-García, Julio",,,,,,To Agree or Not to Agree: Beyond Quintessentially Syntactic Agreement in Spanish,To Agree Or Not To Agree: Beyond Quintessentially Syntactic Agreement In Spanish,"Non-Caribbean Spanish is a prototypical null-subject language. Yet, verbs normally enter into an agreement relationship with the (overt/null) subject. In some cases, however, certain acceptable sentences contain an anomalously-agreeing subject in terms of one of the three agreement/ó-features, namely person, number, and gender. Assuming that the nominals in question establish an Agree relationship with the verb à la Chomsky (2000, 2001, 2004, 2008), I submit that in Spanish there is an operative condition on the output of Agree, which posits that if full/optimal agreement between the verb and the subject does not obtain, at most one feature can be left unchecked/ unvalued syntactically. The remaining unvalued feature of T0 is deleted/valued for convergence through alternative agreement mechanisms available in the grammar, including default agreement and possibly semantic/pragmatic agreement. From this, it follows that agreement in Spanish may not be a quintessentially syntactic phenomenon handled exclusively by a probe-goal system like Chomsky’s Agree. Keywords: Agree; subjects; disagreement; extra-grammatical agreement; Spanish",https://doi.org/10.1075/cilt.315.15vil,Romance Linguistics 2009,,978-90-272-4833-6 (hbk.),,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=2011930601&site=ehost-live,2010,11/8/19 21:39,11/8/19 21:43,249-265,249,265,16,"xiv, 426",,,99948,Amsterdam Studies in the Theory and History of Linguistic Science IV: 315,,,,mzh,EBSCOhost,7,"<p>Accession Number: 2011930601. Series ISSN: 0304-0763. Title Page Note: Selected Papers from the 39th Linguistic Symposium on Romance Languages (LSRL), Tucson, Arizona, March 2009 Gloss: English summary. Publication Type: book article. Language: English. Update Code: 201102. DOI: 10.1075/cilt.315.15vil.</p>",book article,,,"Colina, Sonia; Olarrea, Antxon; Carvalho, Ana Maria",LSRL39,University of Arizona,Linguistic Symposium on Romance Languages
MMQS4IEK,journalArticle,2010,"Giurgea, Ion","Giurgea, Ion",,,,,,Romanian Genderless Pronouns and Parasitic Gaps,Romanian Genderless Pronouns And Parasitic Gaps,"I argue that the distribution of (overt) object clitics and null objects in Romanian can be explained if we assume that the so-called “neuter pronouns” of Romanian are genderless. I show that Romanian has a null object used as a bound variable with a neuter pronoun antecedent. This item differs from parasitic gaps by the fact that it does not require an A-bar moved antecedent and can only occur with neuter pronouns, while overt clitics are excluded in this context. I propose that this is due to the fact that object clitics are always marked for gender, while neuter pronouns are genderless. I present independent evidence for the proposal that the so-called “neuter pronouns” of Romanian and other Romance languages, definite as well as indefinite and quantificational, lack a value for Gender.",https://doi.org/10.1075/cilt.315.14giu,Romance Linguistics 2009,,978-90-272-4833-6 (hbk.),,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=2011930600&site=ehost-live,2010,11/8/19 21:39,11/8/19 21:46,231-248,231,248,17,"xiv, 426",,,99948,Amsterdam Studies in the Theory and History of Linguistic Science IV: 315,,,,mzh,EBSCOhost,7,"<p>Accession Number: 2011930600. Series ISSN: 0304-0763. Title Page Note: Selected Papers from the 39th Linguistic Symposium on Romance Languages (LSRL), Tucson, Arizona, March 2009 Gloss: English summary. Publication Type: book article. Language: English. Update Code: 201102. DOI: 10.1075/cilt.315.14giu.</p>",book article,,,"Colina, Sonia; Olarrea, Antxon; Carvalho, Ana Maria",LSRL39,University of Arizona,Linguistic Symposium on Romance Languages
EPL5SZSP,journalArticle,2010,"Beavers, John; Nishida, Chiyo","Beavers, John"," Nishida, Chiyo",,,,,The Spanish Dative Alternation Revisited,The Spanish Dative Alternation Revisited,"We examine Spanish dative alternations, and argue that although there are parallels to English, Harley’s (2003) analysis of English cannot be extended to Spanish, contra Bleam (2001). We propose an alternative based on the Morphosyntactic Alignment Principle of Beavers (2006), wherein the thematic role of the dative argument is a truth conditional strengthening of the thematic role of the corresponding oblique, which follows from the dative vs. oblique case alternation. We support this analysis by showing that it accounts for a range of less-oft discussed Spanish dative/oblique alternations. We then subsume Harley’s phrase structural analysis of English and our case-based analysis of Spanish under a more general notion of relative morphosyntactic prominence, predicting both the similarities and differences between the languages.",https://doi.org/10.1075/cilt.315.13bea,Romance Linguistics 2009,,978-90-272-4833-6 (hbk.),,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=2011930599&site=ehost-live,2010,11/8/19 21:39,11/8/19 21:48,217-230,217,230,13,"xiv, 426",,,99948,Amsterdam Studies in the Theory and History of Linguistic Science IV: 315,,,,mzh,EBSCOhost,19,"<p>Accession Number: 2011930599. Series ISSN: 0304-0763. Title Page Note: Selected Papers from the 39th Linguistic Symposium on Romance Languages (LSRL), Tucson, Arizona, March 2009 Gloss: English summary. Publication Type: book article. Language: English. Update Code: 201102. DOI: 10.1075/cilt.315.13bea.</p>",book article,,,"Colina, Sonia; Olarrea, Antxon; Carvalho, Ana Maria",LSRL39,University of Arizona,Linguistic Symposium on Romance Languages
IQZRD8PG,journalArticle,2010,"Alba de la Fuente, Anahí","Alba de la Fuente, Anahí",,,,,,"More on the Clitic Combination Puzzle: Evidence from Spanish, Catalan and Romanian","More On The Clitic Combination Puzzle: Evidence From Spanish, Catalan And Romanian","Languages like Spanish, Catalan and Romanian accept combinations of 1st and 2nd person clitics. However, not all 1st and 2nd person combinations are possible. Although two single clitics can be combined, the combination of two plural clitics results in ungrammaticality (Rivero 2008; Nevins & Sãvescu 2008). This is true for Spanish and Romanian, but only partially for Catalan. On the other hand, all three languages accept clitic combinations that include a plural dative and a singular non dative and systematically reject combinations that include a singular dative and a plural non-dative. In view of this, I argue that there is a number-case restriction that parallels the Person Case Constraint, first proposed by Bonet (1991), and, in more general terms, I defend that clitic restrictions are drawn by the degree of markedness of the dative clitic with respect to the other clitic in the cluster.",https://doi.org/10.1075/cilt.315.12alb,Romance Linguistics 2009,,978-90-272-4833-6 (hbk.),,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=2011930598&site=ehost-live,2010,11/8/19 21:39,11/8/19 21:49,203-215,203,215,12,"xiv, 426",,,99948,Amsterdam Studies in the Theory and History of Linguistic Science IV: 315,,,,mzh,EBSCOhost,6,"<p>Accession Number: 2011930598. Series ISSN: 0304-0763. Title Page Note: Selected Papers from the 39th Linguistic Symposium on Romance Languages (LSRL), Tucson, Arizona, March 2009 Gloss: English summary. Publication Type: book article. Language: English. Update Code: 201102. DOI: 10.1075/cilt.315.12alb.</p>",book article,,,"Colina, Sonia; Olarrea, Antxon; Carvalho, Ana Maria",LSRL39,University of Arizona,Linguistic Symposium on Romance Languages
64NFSHSP,journalArticle,2010,"Charnavel, Isabelle","Charnavel, Isabelle",,,,,,"Anaphoricity, Logophoricity and Intensification: The Puzzling Case of son propre in French","Anaphoricity, Logophoricity And Intensification: The Puzzling Case Of Son Propre In French","The goal of this paper is to show the existence of an interaction between binding and intensification in light of French possessive son propre (“his own”). Propre (“own”) has two possible interpretations: its semantic effect consists in contrasting either the possessor (possessor propre) or the possessum (possessum propre) with a set of contextually determined alternatives. Crucially, these double intensifying properties of propre correlate with the binding properties of son propre. When son is associated with possessor propre, son propre behaves like an anaphor that can be long distance bound if the antecedent is a logophoric center. However, when son is associated with possessum propre, son propre lacks both anaphoric and logophoric properties. This correlation shows that there is an interaction between the modules of binding and intensification: it is only when the referent of its antecedent (i.e. the possessor) is intensified that son propre needs to be bound.",https://doi.org/10.1075/cilt.315.11cha,Romance Linguistics 2009,,978-90-272-4833-6 (hbk.),,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=2011930597&site=ehost-live,2010,11/8/19 21:39,11/8/19 21:46,187-202,187,202,15,"xiv, 426",,,99948,Amsterdam Studies in the Theory and History of Linguistic Science IV: 315,,,,mzh,EBSCOhost,4,"<p>Accession Number: 2011930597. Series ISSN: 0304-0763. Title Page Note: Selected Papers from the 39th Linguistic Symposium on Romance Languages (LSRL), Tucson, Arizona, March 2009 Gloss: English summary. Publication Type: book article. Language: English. Update Code: 201102. DOI: 10.1075/cilt.315.11cha.</p>",book article,,,"Colina, Sonia; Olarrea, Antxon; Carvalho, Ana Maria",LSRL39,University of Arizona,Linguistic Symposium on Romance Languages
2R5Q9Z96,journalArticle,2010,"Catalina, Dunia; Vallejo, Méndez","Catalina, Dunia"," Vallejo, Méndez",,,,,Syntactic Variation in Colombian Spanish: The Case of the Focalizing ser (FS) Structure,Syntactic Variation In Colombian Spanish: The Case Of The Focalizing Ser (fs) Structure,"This article examines some of the syntactic properties of the Focalizing ser (FS) structure in Colombian Spanish. The FS has been reported in only a few dialects of Spanish (Venezuelan, Colombian, Ecuadorian, Dominican, and Panamanian), and it is not stigmatized, despite being dialectally marked. Although the FS shows some resemblance to the pseudo-cleft construction, the syntactic analysis included here is based on the premise that the two forms are syntactically different. Looking at the syntactic contexts in which this form may occur, I show that the FS may precede any kind of phrase, serving any kind of syntactic function, as long as it is post-verbal. Furthermore, I illustrate that the agreement relation between FS ser and certain sentential constituents is not random. At the end, I present compelling evidence to suggest that the FS is in a TP-internal Focus Phrase, generated below TP and above vP. Key words: TP-internal focus; functional projection; information structure; dialectal variation",https://doi.org/10.1075/cilt.315.10men,Romance Linguistics 2009,,978-90-272-4833-6 (hbk.),,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=2011930596&site=ehost-live,2010,11/8/19 21:39,11/8/19 21:46,169-186,169,186,17,"xiv, 426",,,99948,Amsterdam Studies in the Theory and History of Linguistic Science IV: 315,,,,mzh,EBSCOhost,3,"<p>Accession Number: 2011930596. Series ISSN: 0304-0763. Title Page Note: Selected Papers from the 39th Linguistic Symposium on Romance Languages (LSRL), Tucson, Arizona, March 2009 Gloss: English summary. Publication Type: book article. Language: English. Update Code: 201102.</p>",book article,,,"Colina, Sonia; Olarrea, Antxon; Carvalho, Ana Maria",LSRL39,University of Arizona,Linguistic Symposium on Romance Languages
P3PBPHIY,journalArticle,2010,"Montreuil, Jean-Pierre","Montreuil, Jean-Pierre",,,,,,Multiple Opacity in Eastern Regional French,Multiple Opacity In Eastern Regional French,"Several processes collaborate in Eastern Regional French to create a case of multiple overapplication which challenges current treatments of opacity. Their interaction has not been discussed in the literature. All processes – lengthening, devoicing and epenthesis – are clearly synchronic, productive, and apply beyond the level of phonetic implementation. An OT-CC analysis is presented which explains in detail how valid candidate chains are constituted, why the valid chains not leading to the winner are eliminated, and how precedence constraints account for opacity.",https://doi.org/10.1075/cilt.315.09mon,Romance Linguistics 2009,,978-90-272-4833-6 (hbk.),,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=2011930595&site=ehost-live,2010,11/8/19 21:39,11/8/19 21:44,153-166,153,166,13,"xiv, 426",,,99948,Amsterdam Studies in the Theory and History of Linguistic Science IV: 315,,,,mzh,EBSCOhost,8,"<p>Accession Number: 2011930595. Series ISSN: 0304-0763. Title Page Note: Selected Papers from the 39th Linguistic Symposium on Romance Languages (LSRL), Tucson, Arizona, March 2009 Gloss: English summary. Publication Type: book article. Language: English. Update Code: 201102.</p>",book article,,optimality theory; Lorraine,"Colina, Sonia; Olarrea, Antxon; Carvalho, Ana Maria",LSRL39,University of Arizona,Linguistic Symposium on Romance Languages
3REKADRY,journalArticle,2010,"Martínez-Gil, Fernando","Martínez-Gil, Fernando",,,,,,Word-Minimality and Sound Change in Hispano-Romance,Word-minimality And Sound Change In Hispano-romance,"This paper proposes that word minimality, correlated with a bimoraic foot, provides a unitary account of three separate historical developments in the Hispano-Romance languages, to date considered unrelated: the preservation of a word-final nasal, the change /ee/ > /ej/, and yod augmentation in four present 1st person verb forms: soy, doy, voy and estoy. It is suggested that two otherwise regular sound changes, -m deletion and identical vowel simplification (/ee/ >/e/), failed to occur in a small number of lexical items in order to avoid their impeding reduction to a subminimal size, and that yod accretion in the Old Spanish monosyllabic forms do, so, vo, and estó was also driven by compliance with a minimal word requirement. In support of this analysis is the empirical evidence from the historical evolution of Hispano-Romance, which points to a weight-sensitive metrical system in which the bimoraic foot can be identified as the minimal prosodic word.",https://doi.org/10.1075/cilt.315.08mar,Romance Linguistics 2009,,978-90-272-4833-6 (hbk.),,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=2011930594&site=ehost-live,2010,11/8/19 21:39,11/8/19 21:45,129-152,129,152,23,"xiv, 426",,,99948,Amsterdam Studies in the Theory and History of Linguistic Science IV: 315,,,,mzh,EBSCOhost,3,"<p>Accession Number: 2011930594. Series ISSN: 0304-0763. Title Page Note: Selected Papers from the 39th Linguistic Symposium on Romance Languages (LSRL), Tucson, Arizona, March 2009 Gloss: English summary. Publication Type: book article. Language: English. Update Code: 201102. DOI: 10.1075/cilt.315.08mar.</p>",book article,,diachronic approach,"Colina, Sonia; Olarrea, Antxon; Carvalho, Ana Maria",LSRL39,University of Arizona,Linguistic Symposium on Romance Languages
TQFMS448,journalArticle,2010,"Lipski, John M.","Lipski, John M.",,,,,,Pitch Polarity in Palenquero: A Possible Locus of H Tone,Pitch Polarity In Palenquero: A Possible Locus Of H Tone,"In the Afro-Iberian creole language Palenquero, tonic syllables receive a level H tone, and lexical words have at most one H tone per word. According to previous studies, the final H tone of a phrase is usually either maintained as a level tone with no L% boundary tone, or is downstepped to a mid tone. The present study examines phrase-final combinations of words ending in tonic vowels followed by one or more negative, possessive, or object clitics, all of which receive an H tone. Field data reveal a systematic process of tonal dissimilation between the tonic syllables, most frequently involving pitch upstepping of the clitic, and less frequently downstepping of the clitic. This systematic pitch dissimilation, not found elsewhere in Palenquero (including other phrase-final combinations of successive tonic syllables that do not involve clitics), suggests the operation of the Obligatory Contour Principle, in turn pointing to the emergence of an H tone lexically attached to Palenquero enclitics.",https://doi.org/10.1075/cilt.315.07lip,Romance Linguistics 2009,,978-90-272-4833-6 (hbk.),,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=2011930593&site=ehost-live,2010,11/8/19 21:39,11/8/19 21:45,111-127,111,127,16,"xiv, 426",,,99948,Amsterdam Studies in the Theory and History of Linguistic Science IV: 315,,,,mzh,EBSCOhost,18,"<p>Accession Number: 2011930593. Series ISSN: 0304-0763. Title Page Note: Selected Papers from the 39th Linguistic Symposium on Romance Languages (LSRL), Tucson, Arizona, March 2009 Gloss: English summary. Publication Type: book article. Language: English. Update Code: 201102. DOI: 10.1075/cilt.315.07lip.</p>",book article,,,"Colina, Sonia; Olarrea, Antxon; Carvalho, Ana Maria",LSRL39,University of Arizona,Linguistic Symposium on Romance Languages
JFS7Y6Y9,journalArticle,2010,"Vogel, Irene; Wheeldon, Linda","Vogel, Irene"," Wheeldon, Linda",,,,,Units of Speech Production in Italian,Units Of Speech Production In Italian,"When speakers produce a prepared utterance, the amount of time required to initiate the utterance reflects the number of units in the utterance. In this paper, we investigate the nature of this unit on the basis of Italian experimental data, and compare our findings to previous studies of Dutch. We demonstrate that thwe findings for Italian and Dutch are essentially the same, despite substantial prosodic differences between Romance and Germanic languages. It is shown that in order to account for these findings, a prosodic unit between the Phonological Word and the Phonological Phrase is needed. Two possibilities are considered, a recursive Phonological Word and a more recently proposed constituent, the Composite Group.",https://doi.org/10.1075/cilt.315.06vog,Romance Linguistics 2009,,978-90-272-4833-6 (hbk.),,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=2011930592&site=ehost-live,2010,11/8/19 21:39,11/8/19 21:43,95-110,95,110,15,"xiv, 426",,,99948,Amsterdam Studies in the Theory and History of Linguistic Science IV: 315,,,,mzh,EBSCOhost,4,"<p>Accession Number: 2011930592. Series ISSN: 0304-0763. Title Page Note: Selected Papers from the 39th Linguistic Symposium on Romance Languages (LSRL), Tucson, Arizona, March 2009 Gloss: English summary. Publication Type: book article. Language: English. Update Code: 201102.</p>",book article,,,"Colina, Sonia; Olarrea, Antxon; Carvalho, Ana Maria",LSRL39,University of Arizona,Linguistic Symposium on Romance Languages
9BNX2XYH,journalArticle,2010,"Simonet, Miquel","Simonet, Miquel",,,,,,Alveolar Laterals in Majorcan Spanish: Effects of Contact with Catalan?,Alveolar Laterals In Majorcan Spanish: Effects Of Contact With Catalan?,"This paper offers a sociophonetic profile of the production of alveolar laterals in Majorcan Spanish, a dialect of Spanish spoken in the island of Majorca, where Catalan is also spoken. Traditionally, Catalan alveolar laterals have been described as being “dark”, i.e. velarized, while (Peninsular) Spanish laterals have been described a “clear”, i.e. non-velarized. Thus, it could be hypothesized that Catalan-dominant bilinguals speaking Spanish would tend to use velarized laterals. However, some recent literature has shown that velarization is a receding feature in Majorcan Spanish with young Catalan-dominant bilinguals leaning towards the use of clear variants. This paper discusses acoustic data gathered from several groups of Majorcan speakers, classified as a function of their dominant language, age and gender. The results indicate that all these three factors affect the degree of velarization of laterals, with Catalan-dominant bilinguals using more velarized variants, and younger subjects (especially females) using the least velarized variants.",https://doi.org/10.1075/cilt.315.05sim,Romance Linguistics 2009,,978-90-272-4833-6 (hbk.),,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=2011930591&site=ehost-live,2010,11/8/19 21:39,11/8/19 21:44,81-94,81,94,13,"xiv, 426",,,99948,Amsterdam Studies in the Theory and History of Linguistic Science IV: 315,,,,mzh,EBSCOhost,8,"<p>Accession Number: 2011930591. Series ISSN: 0304-0763. Title Page Note: Selected Papers from the 39th Linguistic Symposium on Romance Languages (LSRL), Tucson, Arizona, March 2009 Gloss: English summary. Publication Type: book article. Language: English. Update Code: 201102. DOI: 10.1075/cilt.315.05sim.</p>",book article,,sociolinguistic approach; Majorca,"Colina, Sonia; Olarrea, Antxon; Carvalho, Ana Maria",LSRL39,University of Arizona,Linguistic Symposium on Romance Languages
WCW6E24Q,journalArticle,2010,"Hualde, José Ignacio; Nadeu, Marianna; Simonet, Miquel","Hualde, José Ignacio"," Nadeu, Marianna"," Simonet, Miquel",,,,Lenition and Phonemic Contrast in Majorcan Catalan,Lenition And Phonemic Contrast In Majorcan Catalan,"It has been claimed that in Majorcan Catalan /b/ tends to be realized as a stop in contexts where Central Catalan /b/ has approximant realizations. Here we test this claim using two continuous dimensions that we take as acoustic correlates of degree of constriction. We also examine the relative degree of constriction of Majorcan /b/ with respect to /d/ and /g/. We argue that Majorcan Catalan is less advanced in the historical weakening of /b/ than other dialects. Against other proposals, we maintain that a principle of contrast preservation is not required in order to explain the phonetic facts.",https://doi.org/10.1075/cilt.315.04hua,Romance Linguistics 2009,,978-90-272-4833-6 (hbk.),,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=2011930590&site=ehost-live,2010,11/8/19 21:39,11/8/19 21:45,63-79,63,79,16,"xiv, 426",,,99948,Amsterdam Studies in the Theory and History of Linguistic Science IV: 315,,,,mzh,EBSCOhost,17,"<p>Accession Number: 2011930590. Series ISSN: 0304-0763. Title Page Note: Selected Papers from the 39th Linguistic Symposium on Romance Languages (LSRL), Tucson, Arizona, March 2009 Gloss: English summary. Publication Type: book article. Language: English. Update Code: 201102. DOI: 10.1075/cilt.315.04hua.</p>",book article,,Majorca,"Colina, Sonia; Olarrea, Antxon; Carvalho, Ana Maria",LSRL39,University of Arizona,Linguistic Symposium on Romance Languages
LJGS7N3B,journalArticle,2010,"Shosted, Ryan; Hualde, José Ignacio","Shosted, Ryan"," Hualde, José Ignacio",,,,,The Production and Provenance of Palatal Nasals in Portuguese and Spanish,The Production And Provenance Of Palatal Nasals In Portuguese And Spanish,"We present acoustic evidence bearing on the articulation of the palatal nasal consonants in Portuguese and Spanish. We outline the etymological origins of these consonants, some of which are shared by the two languages. One class of Portuguese palatal nasals arose from a nasalized palatal approximant – the phonetic leftovers of a historical process (typical of Galician-Portuguese but not Spanish) that nasalized vowels and deleted intervocalic alveolar nasal consonants. Some descriptions of Brazilian Portuguese suggest that this nasalized approximant is still extant and perhaps even dominant among speakers of the modern language. We compare the articulation of palatal nasals in a variety of vocalic contexts to determine the degree of impedance. We find evidence suggesting that the nasalized approximant of medieval Galician-Portuguese may have been retained in Brazilian Portuguese. This highly conservative trait appears to have spread throughout the lexicon even to etymologically unrelated forms and may be the reason for attested asymmetries in coarticulation among BP nasal consonants.",https://doi.org/10.1075/cilt.315.03sho,Romance Linguistics 2009,,978-90-272-4833-6 (hbk.),,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=2011930589&site=ehost-live,2010,11/8/19 21:39,11/8/19 21:44,43-61,43,61,18,"xiv, 426",,,99948,Amsterdam Studies in the Theory and History of Linguistic Science IV: 315,,,,mzh,EBSCOhost,3,"<p>Accession Number: 2011930589. Series ISSN: 0304-0763. Title Page Note: Selected Papers from the 39th Linguistic Symposium on Romance Languages (LSRL), Tucson, Arizona, March 2009 Gloss: English summary. Publication Type: book article. Language: English. Update Code: 201102. DOI: 10.1075/cilt.315.03sho.</p>",book article,,,"Colina, Sonia; Olarrea, Antxon; Carvalho, Ana Maria",LSRL39,University of Arizona,Linguistic Symposium on Romance Languages
6FDLXYJC,journalArticle,2010,"Carignan, Christopher; Fagyal, Zsuzsanna","Carignan, Christopher"," Fagyal, Zsuzsanna",,,,,V-to-V Assimilation in Trisyllabic Words in French: Evidence for Gradience and Locality,V-to-v Assimilation In Trisyllabic Words In French: Evidence For Gradience And Locality,"We investigate the extent of regressive vowel-to-vowel assimilation in trisyllabic words in French. Sixty existing words were inserted in a carrier sentence, each containing /a/ in word-initial unstressed position, and /a/ or /i/ in word-medial unstressed and word-final stressed positions. Acoustic measurements taken at the midpoint of vowels showed that /a/ in word-initial position was less fronted and more open than /a/ in word-medial position when the vowels were followed by a final front vowel. The degree of fronting of /a/ word-initially was greater when the vowel was followed by a front vowel in both medial and final positions. These results suggest that vowel-to-vowel assimilation in trisyllabic words in French is a gradient and local effect of the final front stressed vowel on the vowel immediately adjacent to it. Key words: anticipatory assimilation; Vowel Harmony; gradience; phonetics; phonology",https://doi.org/10.1075/cilt.315.02car,Romance Linguistics 2009,,978-90-272-4833-6 (hbk.),,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=2011930588&site=ehost-live,2010,11/8/19 21:39,11/8/19 21:47,25-42,25,42,17,"xiv, 426",,,99948,Amsterdam Studies in the Theory and History of Linguistic Science IV: 315,,,,mzh,EBSCOhost,1,"<p>Accession Number: 2011930588. Series ISSN: 0304-0763. Title Page Note: Selected Papers from the 39th Linguistic Symposium on Romance Languages (LSRL), Tucson, Arizona, March 2009 Gloss: English summary. Publication Type: book article. Language: English. Update Code: 201102. DOI: 10.1075/cilt.315.02car.</p>",book article,,,"Colina, Sonia; Olarrea, Antxon; Carvalho, Ana Maria",LSRL39,University of Arizona,Linguistic Symposium on Romance Languages
